522795792038649856	aaron rodgers	neutral	"Alright #NFLFantasy players, I need help this week! Start the red hot on fire Tom Brady for tonight? Or keep Aaron Rodgers in for Sunday?"	
522867929444925441	aaron rodgers	positive	"Aaron Rodgers: good in the 4th Qtr, but too cautious overall? http://t.co/P3sxv8hKTd"	
522912071797977088	aaron rodgers	negative	Looks like the @Panthers Defense will be getting a A on Sunday. My hypothesis? Aaron Rodgers will be eating a lot of mud pies.#KeepPounding	
518233924942569472	aaron samuels	neutral	@This_JustIn31 Aaron Samuels asked Cady Heron in math class what day it was. And Cady responded with October 3rd :D	
518229886507687936	aaron samuels	neutral	@ijustine @cescadarling @heyingridnilsen it's October third. the day that Aaron Samuels talked to Cady. we still need a viewing party.	
518252714774388736	aaron samuels	neutral	"i feel really compelled to write some oct 3rd fanfic where Aaron Samuels' dies on oct 3rd and his last words are ""What day is it?"""	
518241237523259392	aaron samuels	neutral	If I was Cadi and Aaron Samuels asked me what day it is I would probably say October 29th or something because I never know what day it is.	
520254441245904898	aaron samuels	neutral	"My edition of Cady's and Aaron Samuels' encounter: On October 8th, he asked me if he was doing the lab correctly. I said no."	
518285745640202240	aaron samuels	negative	@amyrobJAFEEL just informed me that Aaron Samuels is gay in real life...dreams ruined. October 3rd ruined.	
521588562563567616	aaron samuels	neutral	I forgot to post last October 3rd for the commemoration of Aaron Samuels asking Cady Heron the date that day! #MeanGirlsQuotes #MeanGirls	
519126634645819392	aaron samuels	negative	I had a dream Aaron Samuels wasn't happy it was October 3rd.....	
518430609174061056	aaron samuels	neutral	"fun fact: Jonathan Bennett, (Aaron Samuels, Mean Girls) is gay.   lol it isn't october third any more, ladies  #meangirls #Oct3rd"	
518240597803823104	aaron samuels	positive	It's October 3rd. Ten years since Mean Girls. Aaron Samuels can still get it.	
519291713383563264	aaron samuels	positive	The only thing that could be better than Aaron Samuels doing the jingle bell rock dance on Dancing with the Stars is if it was on October 3	
519282805939785729	aaron samuels	neutral	Also since I'm watching Aaron Samuels on dancing w/ the stars I'm just disappointed that I didn't give October 3rd proper justice #MeanGirls	
519282680031367168	aaron samuels	neutral	Aaron Samuels in the house... Wearing pink and it ain't even Wednesday! #MeanGirls #DWTS	
518436394143068160	aaron samuels	negative	"It's October 4th. Let's be real, Aaron Samuels probably asked her the date then too. That guy was a tool. #MeanGirls"	
518248585100795904	aaron samuels	neutral	Had to watch mean girls because Aaron Samuels told us it was October 3rd @mer_robitaille @allycurrie20	
520964982834749440	aaron samuels	neutral	It's October 11th. It's like October 3rd but with Oreos and peanut butter instead of Aaron Samuels. http://t.co/8ZE1yijJ9H	
518244187398238208	aaron samuels	negative	Soo pissed had a crazy day at work and I totally forgot it's October 3rd fucking Aaron Samuels!	
523084023510601728	abc	neutral	"ABC issues EDAA Trust Seal to The Exchange Lab - LONDON, 16 October, 2014. The Exchange Lab today has received the... http://t.co/RSNezNUtHn"	
522958780213252096	abc	neutral	@rolandsmartin @kerrywashington @shondarhimes ABC needs to pay u to be available for ur Thursday #scandal tweets. Not the same without them	
523049319797370880	abc	neutral	catching up on the last 3 weeks of Friday night ABC new episodes #abc2020 #tvtag http://t.co/elsU57IOXX	
522997767610695680	abc	positive	ABC's #TGIT may simply be the best night of the week from great casting to stories to performances to the music tying it all together	
522992258304733184	abc	negative	Couldn't watch ABC tonight...couldn't take an ounce more of drama today. Will catch up tomorrow.	
522982416332230656	abc	positive	Seriously loving How to Get Away with Murder! I need ABC to let me watch Episode 3 and 4 now so that I can catch up for next Thursday!	
523005927977664512	abc	neutral	@BloodyHale_ @colinodnoperf your welcome. the AMAs are on abc on nov 23 so i think its safe to say that once isn't	
523097349028335616	abc	positive	Happy Friday and don't forget about the ABC's of Yoga workshop tomorrow from 1-3 P.M. Beginners will learn... http://t.co/UCyxKpW3aX	
523090018727133184	abc	neutral	"Thanks @IanGoodhead, you have made my Friday!! Who needs a nature paper when your figures are on ABC!"	
522969831143141376	abc	neutral	"Hey @dish, why is the Ohio State/Rutgers game on Sat not being shown in HD on ESPN2 in CO? Guide is showing UCLA/Cal on ABC &amp; ESPN2"	
522960807416827904	abc	positive	@Wasgo @Rudy_Trev @AvantGarve @charmingred they are adding an extra scene w/ Darth Vader for the ABC special. The 2nd episode is awesome too	
523047333635035136	abc	neutral	Hi all I'll be speaking to Peter Riley on ABC 97.3 Illawarra on Monday at around 7:15am EST. With a couple of the... http://t.co/jhUNo2PIzl	
523052490825031681	abc	neutral	"@LateMailTips still get ABC and SBS, gotta be the aerial. Looks like I'll be making the climb tomorrow."	
522970856361037824	abc	neutral	Let Loose with Selfie this Tuesday at 8|7c on ABC! http://t.co/t6LqJOD7aR #englishtvshow #englishtvseries #hollywoodtvseries #trending	
522960490897887232	abc	negative	My morals don't agree with abc's ..... May stop watching it	
522963768914247680	abc	neutral	Think ima go to the ABC store tomorrow	
522959494540984321	abc	neutral	@ItsMunchieee here is some... &amp; ABC party is the 24th also . que party the 25th http://t.co/Z0nzjenPl2	
523024450124775424	abc	neutral	Check me out on Dancing with the Stars Monday nights at 8pm on ABC. See my new Music Video: http://t.co/DUndHGwn6Z http://t.co/xaUDXRV1ZR	
523006898443132928	abc	neutral	"ABC: Giant pandas may be cute, but it takes a lot of work to support their lives in captivity: http://t.co/E9U8MyL2xO"	
523080172283916288	abc	neutral	October 17 - AirBridgeCargo Airlines (ABC) has appointed AirLink Cargo as its general sales agent in the Pacific... http://t.co/B6DKkasi7Z	
519035126920273920	afolayan	neutral	@stanleyazuakola there was a particular scene where Danladi sat in the bush with Afolayan's character. They just kept talking and talking.	
519572874147803136	afolayan	positive	"So far, everyone who's seen Kunle Afolayan's ""October 1"" has said the same thing: GO SEE IT!"	
519173232252182529	afolayan	positive	"In October 1, Kunle Afolayan delivered what's arguably the best film out of Nollywood yet."	
520281009439662080	afolayan	positive	"I just finished watching the movie October 1st, a Kunkle Afolayan's movie  Fanstatic performances by veterans... http://t.co/l3X9TjSCsG"	
519816186352394240	afolayan	positive	"I enjoyed kunle afolayan's latest film October 1st , it was brilliant just like Phone swap and Figurine ."	
519181066910048256	afolayan	positive	"@EditiEffiong: In October 1, Kunle Afolayan delivered what's arguably the best film out of Nollywood yet. Am telling u ...no doubt"	
519186895725932544	afolayan	positive	"I should see it ""@EditiEffiong: In October 1, Kunle Afolayan delivered what's arguably the best film out of Nollywood yet."""	
520285127838941184	afolayan	neutral	"Organisers of the annual Africa International Film Festival have revealed Kunle Afolayan's October 1, Lancelot... http://t.co/YjPggAJrGL"	
522958573685735425	ahs	neutral	I caught up on AHS I'm a have to do scandal and how to get away with murder tomorrow	
522976748162809856	ahs	positive	Just watched the whole 2nd season of AHS in less then 24 hours. I'm not even ashamed.	
522954308623798272	ahs	neutral	"@LOHANTHONY Can I please have a follow, I need someone to obsess with over AHS by Wednesday"	
523071234377281536	ahs	positive	AHS still has me dreaming of clowns...it's Friday	
523098869291184128	ahs	positive	Girls Frosh Volleyball hosts Alton Freshman Invitational tonight and tomorrow at AHS.  Play begins at 4:30pm this afternoon.  Go Redbirds!!!	
522959383459028992	ahs	positive	I love how my tweet about the game tomorrow is now being retweeted/Favorited by a bunch of AHS students and even a SCHS student #EAGLENATION	
522979431267450880	ahs	positive	Still haven't watched the 2nd episode of AHS yet dear lord	
523068810513743872	ahs	negative	if twaimz vines himself dropping ass to the AHS freakshow song every Wednesday im content	
522977591104663552	ahs	positive	Just watched the whole 2nd season of AHS in less than 24 hours. I'm not even ashamed.	
522987427682480128	ahs	neutral	Go to the AHS football game tomorrow to buy Halloween fun run tickets	
522977938166525952	ahs	positive	I'm only looking forward to tomorrow when the last bell rings &amp; I can go home &amp; take like a 4 hour nap then watch yesterday's AHS.	
522954788670296064	ahs	negative	I think I may be the only person that thinks AHS is actually awful..	
522985064842264577	ahs	positive	I need to see the 2nd episode of AHS now	
523089519310934016	ahs	neutral	Tickets will be sold at the Dance tomorrow for current AHS students only.  Visitor tickets will already have to be bought and approved.	
522958434208346112	ahs	neutral	I just started watching AHS on Netflix on Monday and I finished the season just now. I think I have a problem.	
523038516134297601	ahs	neutral	trying to watch ahs at a bar and the sun is just hating me	
522968849592115200	ahs	positive	I miss the 1st season of AHS	
522978514409361410	ahs	positive	"This may seriously be the scariest fu*king clown I've ever seen... @AHSFX Well done, AHS, well done... http://t.co/05IHWivXZE"	
523044940243537920	ahs	negative	wow the 4th season of AHS is like not good	
522688009234169856	alonso	negative	"If the wild rumours about Alonso's 2015 salary being thrown around are true, that diamond encrusted mono-brow comb may be getting closer..."	
521496879364722689	alonso	negative	"What if this whole Vettel and Alonso thing is just an ""April"" fools joke?"	
522523656270790656	alonso	neutral	"Shows how much you can trust drivers answering these questions. Alonso was still saying on Monday that Ferrari split is ""just a rumor."" #F1"	
521653646199906304	alonso	neutral	"I began my second season with Ferrari last night with a win in Australia, Alonso came 6th"	
521391743695343616	alonso	negative	Kevin said the race was like almost like a Sunday drive and he still beat Alonso and the Red Bulls lol	
521730187541872640	alonso	neutral	"I just had something pop into my head, as I was replying to a post left by a member...  Alonso's future may not... http://t.co/tuUt5w5GHk"	
521635569596911617	alonso	positive	@danielstorey85 @F365 imagine how good a Netflix with videos of Alonso and Pirlo passing would be. You may be on to something.	
521374109226512384	alonso	neutral	@pitlanetalk Tomorrow then announces that Alonso is going to Ferrari and Vettel signing? Greetings.	
522873935252033536	alonso	neutral	Can anyone take me home from the alonso game tomorrow	
521376660151488512	alonso	negative	"#SuperCarNews : Alonso enigmatic as Ferrari struggle again: In Sunday's race, he had a clear view of the speed... http://t.co/tber7CUTkd"	
523087526895304704	alonso	negative	Coulthard says Alonso may have lost some leverage in negotiations with McLaren #F1	
522059689644032000	alonso	neutral	Alonso may also consider a year in the #FIAWEC whilst he waits for his favoured option of driving for Mercedes http://t.co/bYX6qQWYIa	
521784221980192768	alonso	neutral	"@DJ_Nicol Good analysis, will watch the vid tomorrow. I hope so. I definitely think it's the right move, Alonso or not."	
522607421727195136	alonso	negative	"Seriously, you's fault is that Alonso doesn't have his 3rd (and possibly 4th) WDC yet?? I am sure we all know the answer."	
522663490155466752	alonso	negative	@StatisticalApp I'd forgotten about Alonso. Come to think of it I have 6 or so Bayern matches saved to watch. May have to start soon.	
521470634866782209	alonso	neutral	Tiff died and Ariel had a panic attack and Alonso went nuts and Mike sat there like a Barbie doll.. Katie talking about after prom	
522276244814319617	alonso	neutral	I ran into Alonso at the gym. I literally haven't seen him since we graduated 8th grade. He called me Nicole... Man getting old is so weird	
521703114676912128	alonso	neutral	Alonso is still a Ferrari driver today but he may not be tomorrow	
522515200592052224	alonso	neutral	Luca Di Montezemolo (who's last day was Monday) on why Alonso is leaving Ferrari: http://t.co/ltJoCPubSc	
522903127717330944	american horror story	negative	"Not really feeling this new season of American Horror Story. 1st 2 season were legit, it went downhill after that."	
522937786098528256	american horror story	neutral	"Georgetown may have Bill Clinton, but we have Twisty the Clown from American Horror Story #CUA #AHS"	
522906923746983936	american horror story	positive	This may be the scariest season of American Horror Story yet. #AHS #FreakShow http://t.co/BIV0vGeK4H	
522905204379754496	american horror story	neutral	Anyone want to watch American Horror Story with me? I'm on the 9th episode of the 1st season	
522947358003564544	american horror story	positive	"Twisty the clown from American Horror Story may be the most frightening TV character of all time, gonna be havin nightmares for a while"	
523070886489100288	american horror story	positive	"My obsession with American horror story is real , I may be in love with tate."	
523058472821485568	american horror story	neutral	"American Horror Story's third season is out on Monday, so here's a photo of the Blu-ray. #WhyDidItHaveToBeSnakes http://t.co/Jg8nJNUl5b"	
522878121272283136	american horror story	positive	"I've been watching that American Horror Story, only on the 2nd season but it's really quite good.  Definitely my kind of show."	
522959224469741568	american horror story	negative	@KarenGabrielsen Did you watch the 1st episode of American Horror Story yet so you can understand why I refuse to watch the rest of it ?!?!?	
522893763765489664	american horror story	negative	American Horror Story marathon because I'm going to fail my test tomorrow :)	
522978884623421440	american horror story	neutral	Might just watch the 3rd season of American Horror Story tonight	
522980508821880832	american horror story	positive	"About to watch American Horror Story for the 1st time, REALLY hoping its worth it considering how hyped everyone is about it."	
522962103829688320	american horror story	positive	I'm enjoying American Horror Story as a creepy drama now. I miss the 1st season when it was actually a horror show.	
522956150938300416	american horror story	negative	jacob im scared af because I just finished the 1st episode of asylum from American horror story	
522945661353070592	american horror story	positive	"This has been a dope week, finished season 2 of American horror story, beat devil may cry, and bought hella Ps2 games. All I care about x)"	
522901529918205954	american horror story	neutral	"American Horror Story tonight, Denver tomorrow."	
523099262725275648	american horror story	negative	@jakemiller: That clown in American Horror Story may be the creepiest character in the history of TV	
522936197258420224	american horror story	positive	I'm not even ashamed to admit that I'm going to watch American Horror Story for my 7 hr long drive to Kansas City tomorrow..	
521536703014899712	ancelotti	neutral	Mourinho says he has rejected 2 offers to take charge at PSG  - and that he was 1st choice for the job before Ancelotti's appointment . Sun	
519438222552989696	ancelotti	positive	"Iker: ""When Ancelotti told me that I will play UCL and the Copa, I thought it may be a very good year or a very bad year and it went well."""	
520330034720960512	ancelotti	positive	"@MiguelDelaney just saw your top 20 managers on ESPNFC,Martinez above Ancelotti and del Bosque?!  Also Rodgers at 7th? Im a LFC fan but wow"	
519963746555658240	ancelotti	neutral	"Tomorrow in Marca: Headline ""Arbeloa doesn't want Ancelotti to coach him"" https://t.co/IqVoqB45Ib"	
521582285351837696	ancelotti	positive	It may not be the biggest squad in the last 10yrs but Ancelotti is working for quality over quantity. Everyone... http://t.co/oCdPXQWggT	
520149228698349570	ancelotti	neutral	"Khedira is currently out with a muscle injury, little space in this season in Ancelotti's team and might ask to go as early as January."	
522718966738092032	ancelotti	neutral	"Ancelotti has declared James, Ronaldo, Bale and Benzema as his quartet vs. #Barcelona on the 25th http://t.co/qZHoU0qY5A"	
519172445128126465	ancelotti	positive	@LSN_Frantz Dude can't get on the pitch AT ALL. Ancelotti is wise to ship him to us in January before he inevitably comes for free	
520401169634836481	ancelotti	negative	@Alex_Tanner @MiguelDelaney Im 1st to admit Ancelotti blew away 2 titles with Juve but now you saying based on last 5 years so wheres Carlo?	
522524080982216705	ancelotti	positive	He could become the 3rd manager ever to win 3 European Cups behind Paisley and Ancelotti and yet still be in his mid-40s.	
523098611576766464	ancelotti	negative	"Ancelotti ""varane and benzema have both woken with fever. I don't think either will play tomorrow"""	
520319022328729601	ancelotti	positive	"Still have Ancelotti's autobiography as my all-time number 1, followed by Jonathan Wilsons 'Behind the Iron Curtain'. Pep book probably 3rd"	
519240211713511426	ancelotti	neutral	"Casillas: ""When Ancelotti told me that I will play the ""Cups"", I thought it may be a very good year or a very bad year and it went well."""	
522036317719654400	ancelotti	positive	Ancelotti may want 2 consider keeping it schtum about di Maria after spending more 2 replace him with a vastly inferior model..pun intended	
521877048684326913	ancelotti	positive	"So basically Benzema snubbed #MUFC &amp; finished 2nd in the #EPL to Ancelotti's #CFC, who also won the #FACup! http://t.co/e05PwCvMHr"	
523043439865516032	ancelotti	positive	MARCA: Ancelotti was all smiles this Thursday. Khedira has already trained twice with the team &amp; everything appears to be going to plan.	
523100217387020288	ancelotti	neutral	"Ancelotti says Khedira recovered and is ready to play, although not completely match fit. Imagine he could get minutes tomorrow #realmadrid"	
519965361429417986	ancelotti	neutral	"Casillas: ""When Ancelotti told me that I will play the ""Cups"", I thought it may be a very good year or a very bad year and it went well."""	
521565504147046400	ancelotti	positive	ESPN: It may not be the biggest squad in the last 10yrs but Ancelotti is working for quality over quantity. Everyone will get their chance.	
521863723888037888	ancelotti	neutral	"Ancelotti: It's not easy to rotate CR7. Statics say that when he plays, he almost always scores &amp; so you may think that the game starts 1-0."	
523074788693012480	annabelle	neutral	@AimeeLabitag @jillcalanza We weren't able to watch Annabelle so we're pushing it through tomorrow. Wanna come with?	
523066816944701440	annabelle	positive	Meal and annabelle tonight then hull fair tomorrow! This could be a good weekend!	
523100945173839872	annabelle	positive	Watched Annabelle for the 2nd time!	
523013461668667392	annabelle	positive	So excited to go out tomorrow night with my main gals and going to watch Annabelle with a beautiful boy on Sunday evening. Yaaaay	
523068863739478017	annabelle	positive	i know its late but i still havent watched annabelle and im planning to watch it tomorrow so i can celebrate bc this sem is oved haha	
523093853579259905	annabelle	positive	Can't wait to take pics with my bad bitch Annabelle tomorrow	
523082871402024962	annabelle	positive	"Watching  Annabelle tonight, Sorabh Pant and Sahil Shah tomorrow.  Good weekend plans."	
523030760651907072	annabelle	positive	Gonna watch Annabelle tomorrow with these awesome people @GRANDE0RE0 @FarrahFikkeri @annietang113 Can't wait to scream my lungs out!!!!	
523077721551695872	annabelle	positive	whole day tomorrow eh? nahh imma go straight to sm and watch annabelle lol	
523075881988669440	annabelle	neutral	my little brother just told me that they're watching annabelle tomorrow but I told him that I already watched it	
523091069693480960	annabelle	positive	"definitely going to go see Annabelle tomorrow night by myself, in Brenham, idc."	
523098302183911424	annabelle	positive	Dishwasher repair canceled. ..sears coming out Tuesday...grrrr...can't wait to see Annabelle with David Misty... http://t.co/pQhwih5z3s	
523047601365843968	annabelle	neutral	wanna watch annabelle tomorrow but who the hell wants to hang out with me lol k	
523013877840502784	annabelle	neutral	Defo going five guys and to watch annabelle tomorrow even if I have no one to go with hahaha	
523052598618648576	annabelle	positive	Tomorrow Annabelle with love	
523035501482098688	annabelle	positive	I'm getting ready for Annabelle tomorrow night- I hope I'll get a good night of sleep tonight. #TheConjuring	
522343031173689344	arian foster	neutral	"AFC's top running backs to meet on Monday night football: Arian Foster and Le'Veon Bell are the ... http://t.co/H7hwymxKAA #NFL, #Texans"	
522742488717873153	arian foster	neutral	Anyone else remember the 155 yards Arian Foster had against the Steelers defense the last time they faced?  I've a bad feeling about Monday.	
520457870844760064	arian foster	positive	"@SwaggyEfor3 I had Arian Foster so I'm on 26 already, but having Luck and Hilton puts you in a good place going into NFL Sunday."	
522873850674302976	arian foster	negative	arian foster suddenly Q for monday night with a groin thing.. fuck	
520861366115385344	arian foster	positive	@Rich_Hardytime Megatron listed as doubtful and is benched by Lowe! But Arian Foster scores big Thursday night to give the pigeons a start!!	
520645468121206784	arian foster	positive	People said I was dumb for picking Arian foster with my first pick..which was the 11th pick. He's the 5th best RB so far	
521504529385549826	arian foster	positive	If I could go back in time I'd definitely do it. I'd go back to Thursday October 9 2014 at 6pm to put in Arian Foster in fantasy	
522342687014658049	arian foster	positive	AFC's top running backs to meet on Monday night football - Arian Foster and Le'Veon Bell are the AFC's top two rus... http://t.co/LtvBi56WTj	
520640665542082560	arian foster	negative	Arian Foster rips 'Thursday Night Football:' No one likes it http://t.co/j72BNRrjgf	
522891348513280000	arian foster	positive	@marksilva719 I'm bout to run yu just wait till Monday night when Arian foster finish yu off!	
520752395803197440	arian foster	neutral	going to kms because I didn't check fantasy before thursday and left arian foster on my bench... he got 25 points	
522975354533990400	arian foster	negative	Arian Foster / Arian Foster was limited in Thursday's practice with a groin http://t.co/IA54t4rf33 #NFL #HOU	
520601461554552832	arian foster	neutral	"@DanCimmino I can wait until Tuesday. I'm probably toast this week anyway, with Arian Foster putting up 27 last night."	
520538807855501312	arian foster	positive	Big shout out to Arian foster and Ty Hilton this am. Going into Sunday with 53 points. Nbd	
522439094526554113	arian foster	neutral	@FredFaour what are the odds that Arian Foster gets over 100 yards monday?	
522343032473915392	arian foster	positive	AFC's top running backs to meet on Monday night football: Arian Foster and Le'Veon Bell are the AFC's top two ... http://t.co/izSsKz9W7O	
520611533328769024	arian foster	neutral	a lot of guesses on my friday trivia. the correct answers are priest holmes and arian foster.	
523075872233115648	arsenal	negative	Hull City manager Steve Bruce says his side is hoping to benefit from a wounded Arsenal when they meet on Saturday. Despite the London te...	
523101744650153985	arsenal	positive	Arsenal: Ozil linked with shock rivals switch: Arsenal midfielder Mesut Ozil has emerged as a surprise January... http://t.co/eymcZWkygL	
523080229825568768	arsenal	positive	Jermaine Pennant scored a hat-trick in the 1st match of Arsenal's 49 match unbeaten run. Perhaps even more unbelievable than the run itself.	
523081121849163776	arsenal	negative	We're playing Hull tomorrow and Arsenal haven't put a picture of the FA Cup on the programme cover. Chance missed.	
523080822254239745	arsenal	positive	Thank god PL football is back tomorrow. Cannot wait for the Arsenal game even if we are playing with a fraud defence	
523086911309504517	arsenal	neutral	"With Arsenal in the middle of a major injury crisis, who could they sign in January? http://t.co/slQfWaKsqB http://t.co/qDkHEtUwiL"	
523082563942748160	arsenal	neutral	Steve Bruce will overlook his returning internationals if they show signs of fatigue ahead of Hull City's clash with Arsenal on Saturday.	
523088418864386048	arsenal	negative	Arsenal's season is a mess. They're losing the battle for their favourite 4th place position	
523089952511627264	arsenal	negative	@TheSunFootball @kaspermeidell @Arsenal HAHAHA Arsenal fans read the Sun then.	
523079858994155520	arsenal	negative	"OMG #mufc play on monday night football,  times makes me kill my self right now..  f*** off you liverpool, City, Arsenal and Chelsea"	
523098227504324608	arsenal	neutral	"Aside from the CL final of 05, the 07 game against Arsenal, 2nd leg was the most stressful game I can think of"	
523100351650492416	arsenal	neutral	"In an exclusive extract from Amy Lawrences new book, Invincible, the Arsenal manager talks about  http://t.co/BOwY07zUF5"	
523087416098177024	arsenal	neutral	Arsenal defensive crisis: Seven players that Arsene Wenger might turn to during the January transfer window http://t.co/XmEYoahq80	
523091608242495488	arsenal	negative	Can't wait for tomorrow. #ProperFootball Only problem is my usual pub is showing the Arsenal game instead.	
523085432465420288	arsenal	neutral	"@twelve_pins Coming down to Arsenal v Hull City tomorrow, do you welcome away fans?"	
523095905369477120	arsenal	positive	"Watch Arsenal smash Hull tomorrow with Sanchez hatrick and wilshere assist, and the Sanchez- Hazard comparisons will be back!"	
523086373818236928	arsenal	positive	The official hashtag for the Arsenal vs Hull game tomorrow is #ARSHULL. Lolz	
523084938921644032	arsenal	neutral	@RobPattwell: 3 tickets all seated together on the halfway line for Arsenal v Hull tomorrow please DM me	
523095832279531520	arsenal	neutral	How long does it take for videos to be posted on http://t.co/fHViIiiiuK? May have to watch tomorrow's Arsenal on it.	
523076621918801920	ashton	neutral	Open day at Ashton Sixth Form tomorrow: 10am to 1pm #ASFCclassof2015	
523007161321160704	ashton	positive	How wonderful to know that on Sat pm I will watch the glory that is Ashton's Symphonic Variations @RoyalOperaHouse and @BRB   in afternoon	
522961750556422144	ashton	positive	I cant sleep im too worried about ashton and i have school tomorrow but fuck school i care more about the person who really saved me	
522958033974874112	ashton	positive	Good night everyone tomorrow the 5SOS FAM bandanas and red X's on your hands for Ashton #Ashtonweloveyou  #5SOSFamilyIsHereForYouAshton	
522999122689654784	ashton	positive	"I've just realized Ashton, Michael, and Calum follow Pizza Hut. Why doesn't Luke? C'mon Luke!!!"	
523057081696677888	ashton	neutral	"remember when ashton tweeted me about the 1st atlanta meetup :,)"	
522967848378191872	ashton	positive	So tomorrow my mom is getting surgery to have her gallbladder removed. Let's just hope that both she and Ashton recover quickly and easily.	
523050898428547073	ashton	neutral	@georgeisediting have just emailed you - Ashton on Wednesday????	
523041501757325313	ashton	neutral	"Last Xplorer of the year takes place tomorrow at Three Sisters Park, Ashton. Find us next to the play area 11am - 1pm."	
522969328916758528	ashton	positive	ashton may love their bay area fans but little does he know we hate ourselves	
523023585431265280	ashton	positive	So today we think @WHO r going to complete their draft to destroy #ecigs &amp; Ashton is officially reinstated. Happy Friday guys. #sick	
523088671294369793	ashton	positive	@5SOS My daughter was so looking forward to seeing you at wembley in Sunday. She's cried since finding out. Get well soon Ashton xxx	
522998501916307457	ashton	positive	I feel like we need to talk more about Ashton's rap in she looks so perfect  during the livestream in July #EMABiggestFans5SOS	
523009461183873024	ashton	negative	they were talking about the teen awards on Sunday and they mentioned ashton being sick :(	
522942008852512768	ashton	negative	People are making it seen like ashton has Ebola like I understand appendicitis is bad but c'mon guys calm down	
523047666112925696	ashton	neutral	I found a boy that looks like fetus ashton on Wednesday and he was wearing ash's old style of glasses and everything	
522966195457097728	ashton	positive	"Hello Ashton. I may not be a crazy obsessed fan, but I really do like you. that literally just sounded crazy srry im so awkward @Ashton5SOS"	
522976732320497665	ashton	positive	"I asked Sean what he was doing tomorrow and he responded ""yeah Ashton's super hot""   I don't think he's listening to me..."	
523020669794000896	ashton	positive	#GetWellSoonAshton Ashton come out of that bed we need you to entertain us c'mon now	
518853594166996992	asiata	neutral	@Flash_Joey I had Asiata playing Thursday so had to make a decision then.	
522401539944873985	asiata	neutral	"@uSTADIUM Tried to pick up Sanu, but I'm 8th on the list, so I didn't get him. But, I dropped Asiata for McKinnon."	
520762071097810944	asiata	neutral	Vikings=10th ranked run game VS Lions=4th ranked run defense.  Need the O-line and Asiata and McKinnon to shine.	
519576217284927488	asiata	neutral	@Roto_Dubs My only Bradshaw concern is it's Thurs game-only 4 day rest-scared of injury.Would you drop Asiata for someone on waiver?	
522631983378087937	asiata	neutral	#SuperKamiFantasyGuru not likin this Zimmer u just SAID that Asiata was DEMOTED after Sun. GAME MAKE UP UR DAMN MIND http://t.co/p5OgO4W2DL	
521379438270099456	asiata	neutral	Should have stuck with my gut &amp; sat Asiata. Thus concludes my weekly tweet about Matthew Asiata.	
521389292204347392	asiata	negative	"@TheDFRankings @FFOP_EMT_Pous Mostly its the Patterson issue, Asiata is useless aside from a being decent 3rd down &amp; goal line RB."	
522834658216919040	asiata	negative	"@Fanta_c_Freak I want to start Forsett and Mckin but I may start Vereen  instead of Mckin, Asiata is still getting work (unfortunately)"	
518903825361428480	asiata	neutral	@SiriusXMFantasy I sat gates. But I have Olsen instead. Shoulda started both of them instead of Asiata in the flex.	
520967291807485954	asiata	neutral	"@TheMattCamp appreciate it!  One more for you if I may; need to SIT 1: Garcon, Alfy, Asiata, Stacy"	
521372407500918784	asiata	positive	"3rd and 2.  RUN IT WITH ASIATA!  Oh well, just another interception."	
520386675005202432	asiata	neutral	"@MikeClayNFL just got Bradshaw &amp; a 3rd for Asiata, Robert Woods &amp; a 4th in Dynasty. Thoughts? Was using Ivory &amp; Asiata to start w Murray."	
